team,team_name,date,result,opponent,home,points
CHA,Charlotte Hornets,2024-03-11,L,DET,False,97
CHA,Charlotte Hornets,2024-03-09,W,BKN,True,110
CHA,Charlotte Hornets,2024-03-08,L,WAS,False,100
CHA,Charlotte Hornets,2024-03-05,L,ORL,True,89
CHA,Charlotte Hornets,2024-03-03,L,TOR,False,106
CHA,Charlotte Hornets,2024-03-01,L,PHI,False,114
CHA,Charlotte Hornets,2024-02-29,L,MIL,True,99
CHA,Charlotte Hornets,2024-02-27,L,MIL,False,85
CHA,Charlotte Hornets,2024-02-25,W,POR,False,93
CHA,Charlotte Hornets,2024-02-23,L,GSW,False,84
CHA,Charlotte Hornets,2024-02-22,W,UTA,False,115
CHA,Charlotte Hornets,2024-02-14,W,ATL,True,122
CHA,Charlotte Hornets,2024-02-12,W,IND,True,111
CHA,Charlotte Hornets,2024-02-10,W,MEM,True,115
CHA,Charlotte Hornets,2024-02-09,L,MIL,False,84
CHA,Charlotte Hornets,2024-02-07,L,TOR,True,117
CHA,Charlotte Hornets,2024-02-05,L,LAL,True,118
CHA,Charlotte Hornets,2024-02-04,L,IND,True,99
CHA,Charlotte Hornets,2024-02-02,L,OKC,False,106
CHA,Charlotte Hornets,2024-01-31,L,CHI,True,110
CHA,Charlotte Hornets,2024-01-29,L,NYK,True,92
CHA,Charlotte Hornets,2024-01-27,L,UTA,True,122
CHA,Charlotte Hornets,2024-01-26,L,HOU,True,104
CHA,Charlotte Hornets,2024-01-24,L,DET,False,106
CHA,Charlotte Hornets,2024-01-22,W,MIN,False,128
CHA,Charlotte Hornets,2024-01-20,L,PHI,True,89
CHA,Charlotte Hornets,2024-01-19,W,SAS,True,124
CHA,Charlotte Hornets,2024-01-17,L,NOP,False,112
CHA,Charlotte Hornets,2024-01-14,L,MIA,False,87
CHA,Charlotte Hornets,2024-01-12,L,SAS,False,99
CHA,Charlotte Hornets,2024-01-10,L,SAC,True,98
CHA,Charlotte Hornets,2024-01-08,L,CHI,True,112
CHA,Charlotte Hornets,2024-01-05,L,CHI,False,91
CHA,Charlotte Hornets,2024-01-02,W,SAC,False,111
CHA,Charlotte Hornets,2024-01-01,L,DEN,False,93
CHA,Charlotte Hornets,2023-12-29,L,PHX,False,119
CHA,Charlotte Hornets,2023-12-28,L,LAL,False,112
CHA,Charlotte Hornets,2023-12-26,L,LAC,False,104
CHA,Charlotte Hornets,2023-12-23,L,DEN,True,95
CHA,Charlotte Hornets,2023-12-20,L,IND,False,113
CHA,Charlotte Hornets,2023-12-18,L,TOR,False,99
CHA,Charlotte Hornets,2023-12-16,L,PHI,True,82
CHA,Charlotte Hornets,2023-12-15,L,NOP,True,107
CHA,Charlotte Hornets,2023-12-13,L,MIA,False,104
CHA,Charlotte Hornets,2023-12-11,L,MIA,True,114
CHA,Charlotte Hornets,2023-12-08,W,TOR,True,119
CHA,Charlotte Hornets,2023-12-06,L,CHI,False,100
CHA,Charlotte Hornets,2023-12-02,L,MIN,True,117
CHA,Charlotte Hornets,2023-11-30,W,BKN,False,129
CHA,Charlotte Hornets,2023-11-28,L,NYK,False,91
CHA,Charlotte Hornets,2023-11-26,L,ORL,False,117
CHA,Charlotte Hornets,2023-11-22,W,WAS,True,117
CHA,Charlotte Hornets,2023-11-20,W,BOS,True,121
CHA,Charlotte Hornets,2023-11-18,L,NYK,True,108
CHA,Charlotte Hornets,2023-11-17,L,MIL,True,99
CHA,Charlotte Hornets,2023-11-14,L,MIA,True,105
CHA,Charlotte Hornets,2023-11-12,L,NYK,False,107
CHA,Charlotte Hornets,2023-11-10,W,WAS,False,124
CHA,Charlotte Hornets,2023-11-08,L,WAS,True,116
CHA,Charlotte Hornets,2023-11-05,L,DAL,False,118
CHA,Charlotte Hornets,2023-11-04,W,IND,False,125
CHA,Charlotte Hornets,2023-11-01,L,HOU,False,119
CHA,Charlotte Hornets,2023-10-30,L,BKN,True,121
CHA,Charlotte Hornets,2023-10-27,L,DET,True,99
CHA,Charlotte Hornets,2023-10-25,W,ATL,True,116
