team,team_name,date,result,opponent,home,points
ATL,Atlanta Hawks,2024-04-14,L,IND,False,115
ATL,Atlanta Hawks,2024-04-12,L,MIN,False,106
ATL,Atlanta Hawks,2024-04-10,L,CHA,True,114
ATL,Atlanta Hawks,2024-04-09,L,MIA,True,111
ATL,Atlanta Hawks,2024-04-06,L,DEN,False,110
ATL,Atlanta Hawks,2024-04-04,L,DAL,False,95
ATL,Atlanta Hawks,2024-04-03,W,DET,True,121
ATL,Atlanta Hawks,2024-04-01,W,CHI,False,113
ATL,Atlanta Hawks,2024-03-30,L,MIL,True,113
ATL,Atlanta Hawks,2024-03-28,W,BOS,True,123
ATL,Atlanta Hawks,2024-03-27,W,POR,True,120
ATL,Atlanta Hawks,2024-03-25,W,BOS,True,120
ATL,Atlanta Hawks,2024-03-23,W,CHA,True,132
ATL,Atlanta Hawks,2024-03-21,L,PHX,False,115
ATL,Atlanta Hawks,2024-03-18,L,LAL,False,105
ATL,Atlanta Hawks,2024-03-17,W,LAC,False,110
ATL,Atlanta Hawks,2024-03-15,L,UTA,False,122
ATL,Atlanta Hawks,2024-03-13,L,POR,False,102
ATL,Atlanta Hawks,2024-03-10,L,NOP,True,103
ATL,Atlanta Hawks,2024-03-08,W,MEM,False,99
ATL,Atlanta Hawks,2024-03-06,W,CLE,True,112
ATL,Atlanta Hawks,2024-03-05,W,NYK,False,116
ATL,Atlanta Hawks,2024-03-02,L,BKN,False,102
ATL,Atlanta Hawks,2024-02-29,L,BKN,False,97
ATL,Atlanta Hawks,2024-02-27,W,UTA,True,124
ATL,Atlanta Hawks,2024-02-25,W,ORL,True,109
ATL,Atlanta Hawks,2024-02-23,L,TOR,True,121
ATL,Atlanta Hawks,2024-02-14,L,CHA,False,99
ATL,Atlanta Hawks,2024-02-12,L,CHI,True,126
ATL,Atlanta Hawks,2024-02-10,W,HOU,True,122
ATL,Atlanta Hawks,2024-02-09,W,PHI,False,127
ATL,Atlanta Hawks,2024-02-07,L,BOS,False,117
ATL,Atlanta Hawks,2024-02-05,L,LAC,True,144
ATL,Atlanta Hawks,2024-02-03,W,GSW,True,141
ATL,Atlanta Hawks,2024-02-02,W,PHX,True,129
ATL,Atlanta Hawks,2024-01-30,W,LAL,True,138
ATL,Atlanta Hawks,2024-01-28,W,TOR,True,126
ATL,Atlanta Hawks,2024-01-26,L,DAL,True,143
ATL,Atlanta Hawks,2024-01-24,L,GSW,False,112
ATL,Atlanta Hawks,2024-01-22,L,SAC,False,107
ATL,Atlanta Hawks,2024-01-20,L,CLE,True,95
ATL,Atlanta Hawks,2024-01-19,W,MIA,False,109
ATL,Atlanta Hawks,2024-01-17,W,ORL,True,106
ATL,Atlanta Hawks,2024-01-15,W,SAS,True,109
ATL,Atlanta Hawks,2024-01-13,L,WAS,True,99
ATL,Atlanta Hawks,2024-01-12,L,IND,True,108
ATL,Atlanta Hawks,2024-01-10,W,PHI,True,139
ATL,Atlanta Hawks,2024-01-07,L,ORL,False,110
ATL,Atlanta Hawks,2024-01-05,L,IND,False,116
ATL,Atlanta Hawks,2024-01-03,W,OKC,True,141
ATL,Atlanta Hawks,2023-12-31,W,WAS,False,130
ATL,Atlanta Hawks,2023-12-29,L,SAC,True,110
ATL,Atlanta Hawks,2023-12-26,L,CHI,False,113
ATL,Atlanta Hawks,2023-12-23,L,MEM,True,119
ATL,Atlanta Hawks,2023-12-22,L,MIA,False,113
ATL,Atlanta Hawks,2023-12-20,W,HOU,False,134
ATL,Atlanta Hawks,2023-12-18,W,DET,True,130
ATL,Atlanta Hawks,2023-12-16,L,CLE,False,119
ATL,Atlanta Hawks,2023-12-15,W,TOR,False,125
ATL,Atlanta Hawks,2023-12-13,L,TOR,False,128
ATL,Atlanta Hawks,2023-12-11,L,DEN,True,122
ATL,Atlanta Hawks,2023-12-08,L,PHI,False,114
ATL,Atlanta Hawks,2023-12-06,L,BKN,True,113
ATL,Atlanta Hawks,2023-12-02,L,MIL,False,121
ATL,Atlanta Hawks,2023-11-30,W,SAS,False,137
ATL,Atlanta Hawks,2023-11-28,L,CLE,False,105
ATL,Atlanta Hawks,2023-11-26,L,BOS,False,103
ATL,Atlanta Hawks,2023-11-25,W,WAS,False,136
ATL,Atlanta Hawks,2023-11-22,W,BKN,True,147
ATL,Atlanta Hawks,2023-11-21,L,IND,True,152
ATL,Atlanta Hawks,2023-11-17,L,PHI,True,116
ATL,Atlanta Hawks,2023-11-15,L,NYK,True,114
ATL,Atlanta Hawks,2023-11-14,W,DET,False,126
ATL,Atlanta Hawks,2023-11-11,L,MIA,True,109
ATL,Atlanta Hawks,2023-11-09,W,ORL,False,120
ATL,Atlanta Hawks,2023-11-06,L,OKC,False,117
ATL,Atlanta Hawks,2023-11-04,W,NOP,False,123
ATL,Atlanta Hawks,2023-11-01,W,WAS,True,130
ATL,Atlanta Hawks,2023-10-30,W,MIN,True,127
ATL,Atlanta Hawks,2023-10-29,W,MIL,False,127
ATL,Atlanta Hawks,2023-10-27,L,NYK,True,120
ATL,Atlanta Hawks,2023-10-25,L,CHA,False,110
BOS,Boston Celtics,2024-04-14,W,WAS,True,132
BOS,Boston Celtics,2024-04-12,W,CHA,True,131
BOS,Boston Celtics,2024-04-11,L,NYK,True,109
BOS,Boston Celtics,2024-04-09,L,MIL,False,91
BOS,Boston Celtics,2024-04-07,W,POR,True,124
BOS,Boston Celtics,2024-04-05,W,SAC,True,101
BOS,Boston Celtics,2024-04-03,W,OKC,True,135
BOS,Boston Celtics,2024-04-01,W,CHA,False,118
BOS,Boston Celtics,2024-03-30,W,NOP,False,104
BOS,Boston Celtics,2024-03-28,L,ATL,False,122
BOS,Boston Celtics,2024-03-25,L,ATL,False,118
BOS,Boston Celtics,2024-03-23,W,CHI,False,124
BOS,Boston Celtics,2024-03-22,W,DET,False,129
BOS,Boston Celtics,2024-03-20,W,MIL,True,122
BOS,Boston Celtics,2024-03-18,W,DET,True,119
BOS,Boston Celtics,2024-03-17,W,WAS,False,130
BOS,Boston Celtics,2024-03-14,W,PHX,True,127
BOS,Boston Celtics,2024-03-12,W,UTA,False,123
BOS,Boston Celtics,2024-03-11,W,POR,False,121
BOS,Boston Celtics,2024-03-09,W,PHX,False,117
BOS,Boston Celtics,2024-03-07,L,DEN,False,109
BOS,Boston Celtics,2024-03-05,L,CLE,False,104
BOS,Boston Celtics,2024-03-03,W,GSW,True,140
BOS,Boston Celtics,2024-03-01,W,DAL,True,138
BOS,Boston Celtics,2024-02-27,W,PHI,True,117
BOS,Boston Celtics,2024-02-24,W,NYK,False,116
BOS,Boston Celtics,2024-02-22,W,CHI,False,129
BOS,Boston Celtics,2024-02-14,W,BKN,True,136
BOS,Boston Celtics,2024-02-13,W,BKN,False,118
BOS,Boston Celtics,2024-02-11,W,MIA,False,110
BOS,Boston Celtics,2024-02-09,W,WAS,True,133
BOS,Boston Celtics,2024-02-07,W,ATL,True,125
BOS,Boston Celtics,2024-02-04,W,MEM,True,131
BOS,Boston Celtics,2024-02-01,L,LAL,True,105
BOS,Boston Celtics,2024-01-30,W,IND,True,129
BOS,Boston Celtics,2024-01-29,W,NOP,True,118
BOS,Boston Celtics,2024-01-27,L,LAC,True,96
BOS,Boston Celtics,2024-01-25,W,MIA,False,143
BOS,Boston Celtics,2024-01-22,W,DAL,False,119
BOS,Boston Celtics,2024-01-21,W,HOU,False,116
BOS,Boston Celtics,2024-01-19,L,DEN,True,100
BOS,Boston Celtics,2024-01-17,W,SAS,True,117
BOS,Boston Celtics,2024-01-15,W,TOR,False,105
BOS,Boston Celtics,2024-01-13,W,HOU,True,145
BOS,Boston Celtics,2024-01-11,L,MIL,False,102
BOS,Boston Celtics,2024-01-10,W,MIN,True,127
BOS,Boston Celtics,2024-01-08,L,IND,False,131
BOS,Boston Celtics,2024-01-06,W,IND,False,118
BOS,Boston Celtics,2024-01-05,W,UTA,True,126
BOS,Boston Celtics,2024-01-02,L,OKC,False,123
BOS,Boston Celtics,2023-12-31,W,SAS,False,134
BOS,Boston Celtics,2023-12-29,W,TOR,True,120
BOS,Boston Celtics,2023-12-28,W,DET,True,128
BOS,Boston Celtics,2023-12-25,W,LAL,False,126
BOS,Boston Celtics,2023-12-23,W,LAC,False,145
BOS,Boston Celtics,2023-12-20,W,SAC,False,144
BOS,Boston Celtics,2023-12-19,L,GSW,False,126
BOS,Boston Celtics,2023-12-17,W,ORL,True,114
BOS,Boston Celtics,2023-12-15,W,ORL,True,128
BOS,Boston Celtics,2023-12-14,W,CLE,True,116
BOS,Boston Celtics,2023-12-12,W,CLE,True,120
BOS,Boston Celtics,2023-12-08,W,NYK,True,133
BOS,Boston Celtics,2023-12-04,L,IND,False,112
BOS,Boston Celtics,2023-12-01,W,PHI,True,125
BOS,Boston Celtics,2023-11-28,W,CHI,True,124
BOS,Boston Celtics,2023-11-26,W,ATL,True,113
BOS,Boston Celtics,2023-11-24,L,ORL,False,96
BOS,Boston Celtics,2023-11-22,W,MIL,True,119
BOS,Boston Celtics,2023-11-20,L,CHA,False,118
BOS,Boston Celtics,2023-11-19,W,MEM,False,102
BOS,Boston Celtics,2023-11-17,W,TOR,False,108
BOS,Boston Celtics,2023-11-15,W,PHI,False,117
BOS,Boston Celtics,2023-11-13,W,NYK,True,114
BOS,Boston Celtics,2023-11-11,W,TOR,True,117
BOS,Boston Celtics,2023-11-10,W,BKN,True,121
BOS,Boston Celtics,2023-11-08,L,PHI,False,103
BOS,Boston Celtics,2023-11-06,L,MIN,False,109
BOS,Boston Celtics,2023-11-04,W,BKN,False,124
BOS,Boston Celtics,2023-11-01,W,IND,True,155
BOS,Boston Celtics,2023-10-30,W,WAS,False,126
BOS,Boston Celtics,2023-10-27,W,MIA,True,119
BOS,Boston Celtics,2023-10-25,W,NYK,False,108
CLE,Cleveland Cavaliers,2024-04-14,L,CHA,True,110
CLE,Cleveland Cavaliers,2024-04-12,W,IND,True,129
CLE,Cleveland Cavaliers,2024-04-10,W,MEM,True,110
CLE,Cleveland Cavaliers,2024-04-07,L,LAC,False,118
CLE,Cleveland Cavaliers,2024-04-06,L,LAL,False,97
CLE,Cleveland Cavaliers,2024-04-03,L,PHX,False,101
CLE,Cleveland Cavaliers,2024-04-02,W,UTA,False,129
CLE,Cleveland Cavaliers,2024-03-31,L,DEN,False,101
CLE,Cleveland Cavaliers,2024-03-29,W,PHI,True,117
CLE,Cleveland Cavaliers,2024-03-27,L,CHA,False,111
CLE,Cleveland Cavaliers,2024-03-25,W,CHA,True,115
CLE,Cleveland Cavaliers,2024-03-24,L,MIA,False,84
CLE,Cleveland Cavaliers,2024-03-22,L,MIN,False,91
CLE,Cleveland Cavaliers,2024-03-20,L,MIA,True,104
CLE,Cleveland Cavaliers,2024-03-18,W,IND,False,108
CLE,Cleveland Cavaliers,2024-03-16,L,HOU,False,103
CLE,Cleveland Cavaliers,2024-03-13,W,NOP,False,116
CLE,Cleveland Cavaliers,2024-03-11,L,PHX,True,111
CLE,Cleveland Cavaliers,2024-03-10,L,BKN,True,101
CLE,Cleveland Cavaliers,2024-03-08,W,MIN,True,113
CLE,Cleveland Cavaliers,2024-03-06,L,ATL,False,101
CLE,Cleveland Cavaliers,2024-03-05,W,BOS,True,105
CLE,Cleveland Cavaliers,2024-03-03,L,NYK,True,98
CLE,Cleveland Cavaliers,2024-03-01,W,DET,False,110
CLE,Cleveland Cavaliers,2024-02-28,L,CHI,False,123
CLE,Cleveland Cavaliers,2024-02-27,W,DAL,True,121
CLE,Cleveland Cavaliers,2024-02-25,W,WAS,False,114
CLE,Cleveland Cavaliers,2024-02-23,L,PHI,False,97
CLE,Cleveland Cavaliers,2024-02-22,L,ORL,True,109
CLE,Cleveland Cavaliers,2024-02-14,W,CHI,True,108
CLE,Cleveland Cavaliers,2024-02-12,L,PHI,True,121
CLE,Cleveland Cavaliers,2024-02-10,W,TOR,False,119
CLE,Cleveland Cavaliers,2024-02-08,W,BKN,False,118
CLE,Cleveland Cavaliers,2024-02-07,W,WAS,False,114
CLE,Cleveland Cavaliers,2024-02-05,W,SAC,True,136
CLE,Cleveland Cavaliers,2024-02-03,W,SAS,False,117
CLE,Cleveland Cavaliers,2024-02-01,W,MEM,False,108
CLE,Cleveland Cavaliers,2024-01-31,W,DET,True,128
CLE,Cleveland Cavaliers,2024-01-29,W,LAC,True,118
CLE,Cleveland Cavaliers,2024-01-26,W,MIL,False,112
CLE,Cleveland Cavaliers,2024-01-24,L,MIL,False,116
CLE,Cleveland Cavaliers,2024-01-22,W,ORL,False,126
CLE,Cleveland Cavaliers,2024-01-20,W,ATL,False,116
CLE,Cleveland Cavaliers,2024-01-17,W,MIL,True,135
CLE,Cleveland Cavaliers,2024-01-15,W,CHI,True,109
CLE,Cleveland Cavaliers,2024-01-11,W,BKN,True,111
CLE,Cleveland Cavaliers,2024-01-07,W,SAS,True,117
CLE,Cleveland Cavaliers,2024-01-05,W,WAS,True,114
CLE,Cleveland Cavaliers,2024-01-03,W,WAS,True,140
CLE,Cleveland Cavaliers,2024-01-01,L,TOR,False,121
CLE,Cleveland Cavaliers,2023-12-29,L,MIL,True,111
CLE,Cleveland Cavaliers,2023-12-27,W,DAL,False,113
CLE,Cleveland Cavaliers,2023-12-23,W,CHI,False,109
CLE,Cleveland Cavaliers,2023-12-21,L,NOP,True,104
CLE,Cleveland Cavaliers,2023-12-20,W,UTA,True,124
CLE,Cleveland Cavaliers,2023-12-18,W,HOU,True,135
CLE,Cleveland Cavaliers,2023-12-16,W,ATL,True,127
CLE,Cleveland Cavaliers,2023-12-14,L,BOS,False,107
CLE,Cleveland Cavaliers,2023-12-12,L,BOS,False,113
CLE,Cleveland Cavaliers,2023-12-11,L,ORL,False,94
CLE,Cleveland Cavaliers,2023-12-08,W,MIA,False,111
CLE,Cleveland Cavaliers,2023-12-06,W,ORL,True,121
CLE,Cleveland Cavaliers,2023-12-02,W,DET,False,110
CLE,Cleveland Cavaliers,2023-11-30,L,POR,True,95
CLE,Cleveland Cavaliers,2023-11-28,W,ATL,True,128
CLE,Cleveland Cavaliers,2023-11-26,W,TOR,True,105
CLE,Cleveland Cavaliers,2023-11-25,L,LAL,True,115
CLE,Cleveland Cavaliers,2023-11-22,L,MIA,True,96
CLE,Cleveland Cavaliers,2023-11-21,W,PHI,False,122
CLE,Cleveland Cavaliers,2023-11-19,W,DEN,True,121
CLE,Cleveland Cavaliers,2023-11-17,W,DET,True,108
CLE,Cleveland Cavaliers,2023-11-15,W,POR,False,109
CLE,Cleveland Cavaliers,2023-11-13,L,SAC,False,120
CLE,Cleveland Cavaliers,2023-11-11,W,GSW,False,118
CLE,Cleveland Cavaliers,2023-11-08,L,OKC,False,120
CLE,Cleveland Cavaliers,2023-11-05,W,GSW,True,115
CLE,Cleveland Cavaliers,2023-11-03,L,IND,False,116
CLE,Cleveland Cavaliers,2023-11-01,W,NYK,False,95
CLE,Cleveland Cavaliers,2023-10-31,L,NYK,True,91
CLE,Cleveland Cavaliers,2023-10-28,L,IND,True,113
CLE,Cleveland Cavaliers,2023-10-27,L,OKC,True,105
CLE,Cleveland Cavaliers,2023-10-25,W,BKN,False,114
NOP,New Orleans Pelicans,2024-04-14,L,LAL,True,108
NOP,New Orleans Pelicans,2024-04-12,W,GSW,False,114
NOP,New Orleans Pelicans,2024-04-11,W,SAC,False,135
NOP,New Orleans Pelicans,2024-04-09,W,POR,False,110
NOP,New Orleans Pelicans,2024-04-07,W,PHX,False,113
NOP,New Orleans Pelicans,2024-04-05,L,SAS,True,109
NOP,New Orleans Pelicans,2024-04-03,L,ORL,True,108
NOP,New Orleans Pelicans,2024-04-01,L,PHX,True,111
NOP,New Orleans Pelicans,2024-03-30,L,BOS,True,92
NOP,New Orleans Pelicans,2024-03-28,W,MIL,True,107
NOP,New Orleans Pelicans,2024-03-26,L,OKC,True,112
NOP,New Orleans Pelicans,2024-03-24,W,DET,False,114
NOP,New Orleans Pelicans,2024-03-22,W,MIA,False,111
NOP,New Orleans Pelicans,2024-03-21,L,ORL,False,106
NOP,New Orleans Pelicans,2024-03-19,W,BKN,False,104
NOP,New Orleans Pelicans,2024-03-16,W,POR,True,126
NOP,New Orleans Pelicans,2024-03-15,W,LAC,True,112
NOP,New Orleans Pelicans,2024-03-13,L,CLE,True,95
NOP,New Orleans Pelicans,2024-03-10,W,ATL,False,116
NOP,New Orleans Pelicans,2024-03-08,W,PHI,False,103
NOP,New Orleans Pelicans,2024-03-05,W,TOR,False,139
NOP,New Orleans Pelicans,2024-03-01,W,IND,True,129
NOP,New Orleans Pelicans,2024-02-28,L,IND,False,114
NOP,New Orleans Pelicans,2024-02-27,W,NYK,False,115
NOP,New Orleans Pelicans,2024-02-25,L,CHI,True,106
NOP,New Orleans Pelicans,2024-02-23,L,MIA,True,95
NOP,New Orleans Pelicans,2024-02-22,W,HOU,True,127
NOP,New Orleans Pelicans,2024-02-14,W,WAS,True,133
NOP,New Orleans Pelicans,2024-02-12,W,MEM,False,96
NOP,New Orleans Pelicans,2024-02-10,W,POR,False,93
NOP,New Orleans Pelicans,2024-02-09,L,LAL,False,122
NOP,New Orleans Pelicans,2024-02-07,W,LAC,False,117
NOP,New Orleans Pelicans,2024-02-05,W,TOR,True,138
NOP,New Orleans Pelicans,2024-02-02,W,SAS,False,114
NOP,New Orleans Pelicans,2024-01-31,W,HOU,False,110
NOP,New Orleans Pelicans,2024-01-29,L,BOS,False,112
NOP,New Orleans Pelicans,2024-01-27,L,MIL,False,117
NOP,New Orleans Pelicans,2024-01-26,L,OKC,True,83
NOP,New Orleans Pelicans,2024-01-23,W,UTA,True,153
NOP,New Orleans Pelicans,2024-01-19,L,PHX,True,109
NOP,New Orleans Pelicans,2024-01-17,W,CHA,True,132
NOP,New Orleans Pelicans,2024-01-15,L,DAL,False,120
NOP,New Orleans Pelicans,2024-01-13,W,DAL,False,118
NOP,New Orleans Pelicans,2024-01-12,L,DEN,False,113
NOP,New Orleans Pelicans,2024-01-10,W,GSW,False,141
NOP,New Orleans Pelicans,2024-01-07,W,SAC,False,133
NOP,New Orleans Pelicans,2024-01-05,L,LAC,True,95
NOP,New Orleans Pelicans,2024-01-03,W,MIN,False,117
NOP,New Orleans Pelicans,2024-01-02,W,BKN,True,112
NOP,New Orleans Pelicans,2023-12-31,W,LAL,True,129
NOP,New Orleans Pelicans,2023-12-28,W,UTA,True,112
NOP,New Orleans Pelicans,2023-12-26,L,MEM,True,115
NOP,New Orleans Pelicans,2023-12-23,L,HOU,True,104
NOP,New Orleans Pelicans,2023-12-21,W,CLE,False,123
NOP,New Orleans Pelicans,2023-12-19,L,MEM,True,113
NOP,New Orleans Pelicans,2023-12-17,W,SAS,False,146
NOP,New Orleans Pelicans,2023-12-15,W,CHA,False,112
NOP,New Orleans Pelicans,2023-12-13,W,WAS,False,142
NOP,New Orleans Pelicans,2023-12-11,W,MIN,True,121
NOP,New Orleans Pelicans,2023-12-07,L,LAL,False,89
NOP,New Orleans Pelicans,2023-12-04,W,SAC,False,127
NOP,New Orleans Pelicans,2023-12-02,L,CHI,False,118
NOP,New Orleans Pelicans,2023-12-01,W,SAS,True,121
NOP,New Orleans Pelicans,2023-11-29,W,PHI,True,124
NOP,New Orleans Pelicans,2023-11-27,L,UTA,False,112
NOP,New Orleans Pelicans,2023-11-25,L,UTA,False,100
NOP,New Orleans Pelicans,2023-11-24,W,LAC,False,116
NOP,New Orleans Pelicans,2023-11-22,W,SAC,True,117
NOP,New Orleans Pelicans,2023-11-20,W,SAC,True,129
NOP,New Orleans Pelicans,2023-11-18,L,MIN,True,120
NOP,New Orleans Pelicans,2023-11-17,W,DEN,True,115
NOP,New Orleans Pelicans,2023-11-14,W,DAL,True,131
NOP,New Orleans Pelicans,2023-11-12,L,DAL,True,124
NOP,New Orleans Pelicans,2023-11-10,L,HOU,False,101
NOP,New Orleans Pelicans,2023-11-08,L,MIN,False,101
NOP,New Orleans Pelicans,2023-11-06,L,DEN,False,116
NOP,New Orleans Pelicans,2023-11-04,L,ATL,True,105
NOP,New Orleans Pelicans,2023-11-02,W,DET,True,125
NOP,New Orleans Pelicans,2023-11-01,W,OKC,False,110
NOP,New Orleans Pelicans,2023-10-30,L,GSW,True,102
NOP,New Orleans Pelicans,2023-10-28,W,NYK,True,96
NOP,New Orleans Pelicans,2023-10-25,W,MEM,False,111
CHI,Chicago Bulls,2024-04-14,L,NYK,False,119
CHI,Chicago Bulls,2024-04-12,W,WAS,False,129
CHI,Chicago Bulls,2024-04-11,W,DET,False,127
CHI,Chicago Bulls,2024-04-09,L,NYK,True,117
CHI,Chicago Bulls,2024-04-07,L,ORL,False,98
CHI,Chicago Bulls,2024-04-05,W,NYK,True,108
CHI,Chicago Bulls,2024-04-01,L,ATL,True,101
CHI,Chicago Bulls,2024-03-31,W,MIN,False,109
CHI,Chicago Bulls,2024-03-29,L,BKN,False,108
CHI,Chicago Bulls,2024-03-27,W,IND,True,125
CHI,Chicago Bulls,2024-03-25,L,WAS,True,105
CHI,Chicago Bulls,2024-03-23,L,BOS,True,113
CHI,Chicago Bulls,2024-03-21,L,HOU,False,117
CHI,Chicago Bulls,2024-03-18,W,POR,True,110
CHI,Chicago Bulls,2024-03-16,W,WAS,True,127
CHI,Chicago Bulls,2024-03-14,L,LAC,True,111
CHI,Chicago Bulls,2024-03-13,W,IND,False,132
CHI,Chicago Bulls,2024-03-11,L,DAL,True,92
CHI,Chicago Bulls,2024-03-09,L,LAC,False,102
CHI,Chicago Bulls,2024-03-07,W,GSW,False,125
CHI,Chicago Bulls,2024-03-06,W,UTA,False,119
CHI,Chicago Bulls,2024-03-04,W,SAC,False,113
CHI,Chicago Bulls,2024-03-01,L,MIL,True,97
CHI,Chicago Bulls,2024-02-28,W,CLE,True,132
CHI,Chicago Bulls,2024-02-27,L,DET,True,95
CHI,Chicago Bulls,2024-02-25,W,NOP,False,114
CHI,Chicago Bulls,2024-02-22,L,BOS,True,112
CHI,Chicago Bulls,2024-02-14,L,CLE,False,105
CHI,Chicago Bulls,2024-02-12,W,ATL,False,136
CHI,Chicago Bulls,2024-02-10,L,ORL,False,108
CHI,Chicago Bulls,2024-02-08,W,MEM,False,118
CHI,Chicago Bulls,2024-02-06,W,MIN,True,129
CHI,Chicago Bulls,2024-02-03,L,SAC,True,115
CHI,Chicago Bulls,2024-01-31,W,CHA,False,117
CHI,Chicago Bulls,2024-01-30,L,TOR,True,107
CHI,Chicago Bulls,2024-01-28,W,POR,False,104
CHI,Chicago Bulls,2024-01-25,L,LAL,False,132
CHI,Chicago Bulls,2024-01-22,L,PHX,False,113
CHI,Chicago Bulls,2024-01-20,W,MEM,True,125
CHI,Chicago Bulls,2024-01-18,W,TOR,False,116
CHI,Chicago Bulls,2024-01-15,L,CLE,False,91
CHI,Chicago Bulls,2024-01-13,W,SAS,False,122
CHI,Chicago Bulls,2024-01-12,L,GSW,True,131
CHI,Chicago Bulls,2024-01-10,W,HOU,True,124
CHI,Chicago Bulls,2024-01-08,W,CHA,False,119
CHI,Chicago Bulls,2024-01-05,W,CHA,True,104
CHI,Chicago Bulls,2024-01-03,L,NYK,False,100
CHI,Chicago Bulls,2024-01-02,L,PHI,False,97
CHI,Chicago Bulls,2023-12-30,W,PHI,True,105
CHI,Chicago Bulls,2023-12-28,L,IND,True,104
CHI,Chicago Bulls,2023-12-26,W,ATL,True,118
CHI,Chicago Bulls,2023-12-23,L,CLE,True,95
CHI,Chicago Bulls,2023-12-21,W,SAS,True,114
CHI,Chicago Bulls,2023-12-20,W,LAL,True,124
CHI,Chicago Bulls,2023-12-18,W,PHI,False,108
CHI,Chicago Bulls,2023-12-16,L,MIA,False,116
CHI,Chicago Bulls,2023-12-14,W,MIA,False,124
CHI,Chicago Bulls,2023-12-12,L,DEN,True,106
CHI,Chicago Bulls,2023-12-11,L,MIL,False,129
CHI,Chicago Bulls,2023-12-08,W,SAS,False,121
CHI,Chicago Bulls,2023-12-06,W,CHA,True,111
CHI,Chicago Bulls,2023-12-02,W,NOP,True,124
CHI,Chicago Bulls,2023-11-30,W,MIL,True,120
CHI,Chicago Bulls,2023-11-28,L,BOS,False,97
CHI,Chicago Bulls,2023-11-26,L,BKN,False,109
CHI,Chicago Bulls,2023-11-24,L,TOR,False,108
CHI,Chicago Bulls,2023-11-22,L,OKC,False,102
CHI,Chicago Bulls,2023-11-20,L,MIA,True,100
CHI,Chicago Bulls,2023-11-18,W,MIA,True,102
CHI,Chicago Bulls,2023-11-17,L,ORL,True,97
CHI,Chicago Bulls,2023-11-15,L,ORL,True,94
CHI,Chicago Bulls,2023-11-13,L,MIL,False,109
CHI,Chicago Bulls,2023-11-12,W,DET,True,119
CHI,Chicago Bulls,2023-11-08,L,PHX,True,115
CHI,Chicago Bulls,2023-11-06,W,UTA,True,130
CHI,Chicago Bulls,2023-11-04,L,DEN,False,101
CHI,Chicago Bulls,2023-11-03,L,BKN,True,107
CHI,Chicago Bulls,2023-11-01,L,DAL,False,105
CHI,Chicago Bulls,2023-10-30,W,IND,False,112
CHI,Chicago Bulls,2023-10-28,L,DET,False,102
CHI,Chicago Bulls,2023-10-27,W,TOR,True,104
CHI,Chicago Bulls,2023-10-25,L,OKC,True,104
DAL,Dallas Mavericks,2024-04-14,L,OKC,False,86
DAL,Dallas Mavericks,2024-04-12,L,DET,True,89
DAL,Dallas Mavericks,2024-04-10,W,MIA,False,111
DAL,Dallas Mavericks,2024-04-09,W,CHA,False,130
DAL,Dallas Mavericks,2024-04-07,W,HOU,True,147
DAL,Dallas Mavericks,2024-04-05,W,GSW,True,108
DAL,Dallas Mavericks,2024-04-04,W,ATL,True,109
DAL,Dallas Mavericks,2024-04-02,L,GSW,False,100
DAL,Dallas Mavericks,2024-03-31,W,HOU,False,125
DAL,Dallas Mavericks,2024-03-29,W,SAC,False,107
DAL,Dallas Mavericks,2024-03-26,W,SAC,False,132
DAL,Dallas Mavericks,2024-03-25,W,UTA,False,115
DAL,Dallas Mavericks,2024-03-21,W,UTA,True,113
DAL,Dallas Mavericks,2024-03-19,W,SAS,False,113
DAL,Dallas Mavericks,2024-03-17,W,DEN,True,107
DAL,Dallas Mavericks,2024-03-14,L,OKC,False,119
DAL,Dallas Mavericks,2024-03-13,W,GSW,True,109
DAL,Dallas Mavericks,2024-03-11,W,CHI,False,127
DAL,Dallas Mavericks,2024-03-09,W,DET,False,142
DAL,Dallas Mavericks,2024-03-07,W,MIA,True,114
DAL,Dallas Mavericks,2024-03-05,L,IND,True,120
DAL,Dallas Mavericks,2024-03-03,L,PHI,True,116
DAL,Dallas Mavericks,2024-03-01,L,BOS,False,110
DAL,Dallas Mavericks,2024-02-28,W,TOR,False,136
DAL,Dallas Mavericks,2024-02-27,L,CLE,False,119
DAL,Dallas Mavericks,2024-02-25,L,IND,False,111
DAL,Dallas Mavericks,2024-02-22,W,PHX,True,123
DAL,Dallas Mavericks,2024-02-14,W,SAS,True,116
DAL,Dallas Mavericks,2024-02-12,W,WAS,True,112
DAL,Dallas Mavericks,2024-02-10,W,OKC,True,146
DAL,Dallas Mavericks,2024-02-08,W,NYK,False,122
DAL,Dallas Mavericks,2024-02-06,W,BKN,False,119
DAL,Dallas Mavericks,2024-02-05,W,PHI,False,118
DAL,Dallas Mavericks,2024-02-03,L,MIL,True,117
DAL,Dallas Mavericks,2024-01-31,L,MIN,False,87
DAL,Dallas Mavericks,2024-01-29,W,ORL,True,131
DAL,Dallas Mavericks,2024-01-27,L,SAC,True,115
DAL,Dallas Mavericks,2024-01-26,W,ATL,False,148
DAL,Dallas Mavericks,2024-01-24,L,PHX,True,109
DAL,Dallas Mavericks,2024-01-22,L,BOS,True,110
DAL,Dallas Mavericks,2024-01-17,L,LAL,False,110
DAL,Dallas Mavericks,2024-01-15,W,NOP,True,125
